TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,89,87,88
2023-09-10T03:00:04Z,26.66,64.89,-1,0,41.81,101.46,null,null,34,55,55
2023-09-10T03:01:04Z,26.73,65.14,100,0,38.21,101.45,null,null,null,null,null
2023-09-10T03:02:04Z,26.77,64.92,100,0,43.11,101.45,null,null,null,null,null
2023-09-10T03:03:04Z,26.87,64.76,100,0,36.25,101.45,null,null,null,null,null
2023-09-10T03:04:04Z,26.88,64.67,100,0,36.30,101.45,null,null,null,null,null
2023-09-10T03:05:04Z,26.90,64.65,100,0,34.67,101.44,64.00,821.00,39,64,76
2023-09-10T03:06:04Z,26.93,64.81,100,0,36.09,101.45,14.00,497.00,null,null,null
2023-09-10T03:07:04Z,26.96,64.69,100,0,33.16,101.45,13.00,486.00,null,null,null
2023-09-10T03:08:04Z,26.98,64.62,100,0,36.55,101.45,14.00,497.00,null,null,null
2023-09-10T03:09:04Z,26.97,64.61,100,0,36.82,101.45,14.00,497.00,null,null,null
2023-09-10T03:10:04Z,26.96,64.61,100,0,33.96,101.45,14.00,497.00,49,74,80
2023-09-10T03:11:04Z,27.00,64.72,100,0,38.90,101.45,14.00,497.00,null,null,null
2023-09-10T03:12:04Z,27.00,64.61,100,0,37.67,101.45,15.00,501.00,null,null,null
2023-09-10T03:13:04Z,27.03,64.55,100,0,38.09,101.46,14.00,497.00,null,null,null
2023-09-10T03:14:04Z,27.01,64.50,100,0,37.35,101.46,15.00,501.00,null,null,null
2023-09-10T03:15:04Z,27.03,64.54,100,0,37.43,101.45,16.00,508.00,38,72,96
2023-09-10T03:16:04Z,27.04,64.66,100,0,36.20,101.46,16.00,508.00,null,null,null
2023-09-10T03:17:04Z,27.06,64.54,100,0,36.18,101.45,16.00,508.00,null,null,null
2023-09-10T03:18:04Z,27.06,64.55,100,0,37.69,101.45,14.00,497.00,null,null,null
2023-09-10T03:19:04Z,27.04,64.47,100,0,34.99,101.45,14.00,497.00,null,null,null
2023-09-10T03:20:04Z,27.06,64.50,100,0,37.06,101.45,16.00,508.00,40,58,61
2023-09-10T03:21:04Z,27.08,64.58,100,0,39.08,101.45,16.00,508.00,null,null,null
2023-09-10T03:22:04Z,27.07,64.47,100,0,40.48,101.45,17.00,517.00,null,null,null
2023-09-10T03:23:04Z,27.10,64.45,100,0,37.43,101.46,16.00,506.00,null,null,null
2023-09-10T03:24:04Z,27.10,64.45,100,0,40.40,101.46,17.00,517.00,null,null,null
2023-09-10T03:25:04Z,27.10,64.46,100,0,37.49,101.46,17.00,517.00,41,80,84
2023-09-10T03:26:04Z,27.08,64.51,100,0,37.75,101.46,16.00,506.00,null,null,null
2023-09-10T03:27:04Z,27.14,64.44,100,0,36.43,101.46,18.00,520.00,null,null,null
2023-09-10T03:28:04Z,27.11,64.43,100,0,35.69,101.46,17.00,517.00,null,null,null
2023-09-10T03:29:04Z,27.13,64.41,100,0,39.50,101.46,17.00,517.00,null,null,null
2023-09-10T03:30:04Z,27.08,64.40,100,0,36.98,101.46,17.00,517.00,49,72,80
2023-09-10T03:31:04Z,27.11,64.54,100,0,36.09,101.47,19.00,527.00,null,null,null
2023-09-10T03:32:04Z,27.10,64.47,100,0,33.90,101.47,18.00,524.00,null,null,null
2023-09-10T03:33:04Z,27.06,64.49,100,0,35.66,101.47,18.00,524.00,null,null,null
2023-09-10T03:34:04Z,27.04,64.48,100,0,38.70,101.46,17.00,518.00,null,null,null
2023-09-10T03:35:04Z,26.98,64.59,100,0,38.14,101.46,18.00,524.00,49,73,73
2023-09-10T03:36:04Z,26.96,64.78,100,0,36.13,101.46,17.00,514.00,null,null,null
2023-09-10T03:37:04Z,26.96,64.65,100,0,43.71,101.46,16.00,508.00,null,null,null
2023-09-10T03:38:04Z,26.94,64.67,100,0,38.15,101.46,18.00,524.00,null,null,null
2023-09-10T03:39:04Z,26.91,64.66,100,0,38.11,101.46,17.00,518.00,null,null,null
2023-09-10T03:40:04Z,26.90,64.68,100,0,34.33,101.46,18.00,524.00,48,71,76
2023-09-10T03:41:04Z,26.90,64.91,100,0,37.67,101.46,17.00,518.00,null,null,null
2023-09-10T03:42:04Z,26.90,64.81,100,0,37.18,101.46,17.00,518.00,null,null,null
2023-09-10T03:43:04Z,26.87,64.80,100,0,36.86,101.46,17.00,518.00,null,null,null
2023-09-10T03:44:04Z,26.87,64.75,100,0,38.00,101.46,16.00,508.00,null,null,null
2023-09-10T03:45:04Z,26.86,64.76,100,0,38.40,101.46,16.00,508.00,45,67,67
2023-09-10T03:46:04Z,26.83,64.98,100,0,34.88,101.46,17.00,518.00,null,null,null
2023-09-10T03:47:04Z,26.83,64.92,100,0,34.49,101.46,16.00,508.00,null,null,null
2023-09-10T03:48:04Z,26.83,64.84,100,0,36.98,101.46,17.00,518.00,null,null,null
2023-09-10T03:49:04Z,26.83,64.84,100,0,36.31,101.46,16.00,508.00,null,null,null
2023-09-10T03:50:04Z,26.79,64.86,100,0,37.70,101.46,17.00,518.00,44,68,76
2023-09-10T03:51:04Z,26.77,65.12,100,0,34.01,101.46,17.00,517.00,null,null,null
2023-09-10T03:52:04Z,26.77,64.97,100,0,39.25,101.46,17.00,517.00,null,null,null
2023-09-10T03:53:04Z,26.77,64.96,100,0,35.64,101.46,17.00,517.00,null,null,null
2023-09-10T03:54:04Z,26.74,64.94,100,0,38.97,101.47,17.00,517.00,null,null,null
2023-09-10T03:55:04Z,26.73,64.95,100,0,37.07,101.47,19.00,529.00,32,74,97
2023-09-10T03:56:04Z,26.76,65.19,100,0,35.82,101.47,23.00,551.00,null,null,null
2023-09-10T03:57:04Z,26.77,65.04,100,0,36.76,101.47,20.00,534.00,null,null,null
2023-09-10T03:58:04Z,26.73,65.04,100,0,38.90,101.47,21.00,540.00,null,null,null
2023-09-10T03:59:04Z,26.70,65.01,100,0,36.86,101.47,23.00,556.00,null,null,null
2023-09-10T04:00:04Z,26.70,64.98,100,0,37.41,101.48,25.00,566.00,31,47,47
2023-09-10T04:01:04Z,26.73,65.31,100,0,41.24,101.48,25.00,566.00,null,null,null
2023-09-10T04:02:04Z,26.72,65.14,100,0,38.66,101.48,25.00,566.00,null,null,null
2023-09-10T04:03:04Z,26.72,65.11,100,0,35.00,101.48,25.00,570.00,null,null,null
2023-09-10T04:04:04Z,26.67,65.05,100,0,34.60,101.48,25.00,570.00,null,null,null
2023-09-10T04:05:04Z,26.67,65.05,100,0,35.80,101.48,25.00,566.00,38,50,65
2023-09-10T04:06:04Z,26.64,65.41,100,0,42.27,101.48,23.00,556.00,null,null,null
2023-09-10T04:07:04Z,26.67,65.23,100,0,36.49,101.47,24.00,561.00,null,null,null
2023-09-10T04:08:04Z,26.66,65.14,100,0,38.26,101.48,23.00,556.00,null,null,null
2023-09-10T04:09:04Z,26.64,65.11,100,0,37.60,101.47,23.00,556.00,null,null,null
2023-09-10T04:10:04Z,26.63,65.15,100,0,39.86,101.48,23.00,556.00,36,62,77
2023-09-10T04:11:04Z,26.63,65.41,100,0,35.28,101.48,23.00,556.00,null,null,null
2023-09-10T04:12:04Z,26.63,65.27,100,0,40.65,101.47,22.00,546.00,null,null,null
2023-09-10T04:13:04Z,26.64,65.22,100,0,37.06,101.47,21.00,542.00,null,null,null
2023-09-10T04:14:04Z,26.63,65.20,100,0,40.04,101.47,22.00,546.00,null,null,null
2023-09-10T04:15:04Z,26.62,65.17,100,0,38.47,101.47,21.00,540.00,57,84,92
2023-09-10T04:16:04Z,26.63,65.48,100,0,36.17,101.47,20.00,533.00,null,null,null
2023-09-10T04:17:04Z,26.62,65.33,100,0,34.69,101.47,17.00,518.00,null,null,null
2023-09-10T04:18:04Z,26.60,65.28,100,0,35.99,101.47,19.00,529.00,null,null,null
2023-09-10T04:19:04Z,26.59,65.27,100,0,38.84,101.47,18.00,524.00,null,null,null
2023-09-10T04:20:04Z,26.60,65.23,100,0,37.01,101.47,17.00,518.00,35,68,117
2023-09-10T04:21:04Z,26.59,65.57,100,0,38.87,101.47,18.00,519.00,null,null,null
2023-09-10T04:22:04Z,26.59,65.38,100,0,36.72,101.47,17.00,515.00,null,null,null
2023-09-10T04:23:04Z,26.59,65.30,100,0,38.16,101.46,17.00,515.00,null,null,null
2023-09-10T04:24:04Z,26.56,65.27,100,0,34.30,101.47,15.00,502.00,null,null,null
2023-09-10T04:25:04Z,26.55,65.25,100,0,38.91,101.46,15.00,502.00,49,65,65
2023-09-10T04:26:04Z,26.59,65.59,100,0,38.72,101.46,15.00,500.00,null,null,null
2023-09-10T04:27:04Z,26.56,65.44,100,0,40.88,101.46,15.00,502.00,null,null,null
2023-09-10T04:28:04Z,26.56,65.36,100,0,39.80,101.46,15.00,500.00,null,null,null
2023-09-10T04:29:04Z,26.53,65.36,100,0,39.43,101.46,15.00,500.00,null,null,null
2023-09-10T04:30:04Z,26.55,65.32,100,0,37.59,101.46,14.00,495.00,47,94,129
2023-09-10T04:31:04Z,26.55,65.65,100,0,38.44,101.46,13.00,488.00,null,null,null
2023-09-10T04:32:04Z,26.55,65.50,100,0,36.38,101.46,13.00,488.00,null,null,null
2023-09-10T04:33:04Z,26.55,65.40,100,0,35.87,101.46,14.00,495.00,null,null,null
2023-09-10T04:34:04Z,26.52,65.38,100,0,36.79,101.45,14.00,495.00,null,null,null
2023-09-10T04:35:04Z,26.50,65.35,100,0,38.26,101.45,14.00,495.00,47,98,120
2023-09-10T04:36:04Z,26.52,65.65,100,0,37.49,101.45,14.00,495.00,null,null,null
2023-09-10T04:37:04Z,26.55,65.52,100,0,35.57,101.45,14.00,495.00,null,null,null
2023-09-10T04:38:04Z,26.49,65.46,100,0,37.42,101.45,14.00,495.00,null,null,null
2023-09-10T04:39:04Z,26.50,65.40,100,0,37.87,101.45,14.00,495.00,null,null,null
2023-09-10T04:40:04Z,26.50,65.40,100,0,33.95,101.45,14.00,495.00,52,95,100
2023-09-10T04:41:04Z,26.52,65.67,100,0,35.44,101.44,14.00,495.00,null,null,null
2023-09-10T04:42:04Z,26.52,65.49,100,0,39.79,101.44,14.00,495.00,null,null,null
2023-09-10T04:43:04Z,26.49,65.48,100,0,38.19,101.44,13.00,488.00,null,null,null
2023-09-10T04:44:04Z,26.47,65.44,100,0,39.85,101.44,13.00,488.00,null,null,null
2023-09-10T04:45:04Z,26.47,65.40,100,0,37.30,101.44,13.00,488.00,34,58,84
2023-09-10T04:46:04Z,26.49,65.65,100,0,37.70,101.43,13.00,488.00,null,null,null
2023-09-10T04:47:04Z,26.49,65.49,100,0,36.27,101.43,12.00,485.00,null,null,null
2023-09-10T04:48:04Z,26.47,65.45,100,0,35.55,101.43,12.00,485.00,null,null,null
2023-09-10T04:49:04Z,26.46,65.42,100,0,35.69,101.43,12.00,485.00,null,null,null
2023-09-10T04:50:04Z,26.46,65.41,100,0,37.66,101.43,12.00,485.00,41,86,94
2023-09-10T04:51:04Z,26.46,65.64,100,0,36.58,101.43,12.00,485.00,null,null,null
2023-09-10T04:52:04Z,26.46,65.48,100,0,38.98,101.44,12.00,480.00,null,null,null
2023-09-10T04:53:04Z,26.43,65.45,100,0,38.16,101.44,12.00,480.00,null,null,null
2023-09-10T04:54:04Z,26.45,65.43,100,0,33.53,101.44,12.00,480.00,null,null,null
2023-09-10T04:55:04Z,26.43,65.42,100,0,38.28,101.44,12.00,480.00,54,86,112
2023-09-10T04:56:04Z,26.46,65.61,100,0,36.99,101.44,11.00,475.00,null,null,null
2023-09-10T04:57:04Z,26.45,65.51,100,0,37.91,101.44,11.00,475.00,null,null,null
2023-09-10T04:58:04Z,26.45,65.41,100,0,38.63,101.44,11.00,475.00,null,null,null
2023-09-10T04:59:04Z,26.40,65.44,100,0,37.13,101.44,10.00,470.00,null,null,null
2023-09-10T05:00:04Z,26.40,65.39,100,0,38.69,101.44,9.00,463.00,51,85,85
2023-09-10T05:01:04Z,26.43,65.63,100,0,36.64,101.44,9.00,463.00,null,null,null
2023-09-10T05:02:04Z,26.45,65.47,100,0,38.77,101.44,9.00,463.00,null,null,null
2023-09-10T05:03:04Z,26.42,65.44,100,0,38.18,101.43,9.00,463.00,null,null,null
2023-09-10T05:04:04Z,26.40,65.42,100,0,36.98,101.44,8.00,459.00,null,null,null
2023-09-10T05:05:04Z,26.40,65.37,100,0,39.01,101.44,8.00,459.00,54,91,115
2023-09-10T05:06:04Z,26.42,65.57,100,0,38.12,101.44,7.00,451.00,null,null,null
2023-09-10T05:07:04Z,26.40,65.44,100,0,36.99,101.44,8.00,454.00,null,null,null
2023-09-10T05:08:04Z,26.39,65.40,100,0,36.39,101.44,8.00,454.00,null,null,null
2023-09-10T05:09:04Z,26.37,65.43,100,0,36.60,101.45,7.00,451.00,null,null,null
2023-09-10T05:10:04Z,26.39,65.40,100,0,38.08,101.45,7.00,451.00,42,69,69
2023-09-10T05:11:04Z,26.37,65.49,100,0,39.43,101.45,5.00,439.00,null,null,null
2023-09-10T05:12:04Z,26.40,65.44,100,0,33.51,101.45,7.00,446.00,null,null,null
2023-09-10T05:13:04Z,26.37,65.38,100,0,39.03,101.45,7.00,446.00,null,null,null
2023-09-10T05:14:04Z,26.36,65.33,100,0,38.05,101.45,7.00,446.00,null,null,null
2023-09-10T05:15:04Z,26.37,65.36,100,0,37.89,101.45,5.00,439.00,69,95,95
2023-09-10T05:16:04Z,26.36,65.51,100,0,34.27,101.45,5.00,436.00,null,null,null
2023-09-10T05:17:04Z,26.36,65.43,100,0,39.65,101.45,4.00,432.00,null,null,null
2023-09-10T05:18:04Z,26.35,65.36,100,0,37.38,101.46,4.00,432.00,null,null,null
2023-09-10T05:19:04Z,26.36,65.37,100,0,38.04,101.46,3.00,426.00,null,null,null
2023-09-10T05:20:04Z,26.33,65.36,100,0,36.81,101.46,4.00,432.00,51,88,111
2023-09-10T05:21:04Z,26.36,65.49,100,0,39.99,101.46,4.00,432.00,null,null,null
2023-09-10T05:22:04Z,26.35,65.41,100,0,38.30,101.46,4.00,432.00,null,null,null
2023-09-10T05:23:04Z,26.33,65.39,100,0,36.84,101.46,4.00,432.00,null,null,null
2023-09-10T05:24:04Z,26.32,65.37,100,0,38.14,101.46,3.00,426.00,null,null,null
2023-09-10T05:25:04Z,26.29,65.32,100,0,37.59,101.46,4.00,432.00,47,62,70
2023-09-10T05:26:04Z,26.33,65.49,100,0,37.09,101.46,4.00,432.00,null,null,null
2023-09-10T05:27:04Z,26.32,65.37,100,0,35.59,101.46,3.00,426.00,null,null,null
2023-09-10T05:28:04Z,26.32,65.38,100,0,36.14,101.47,3.00,426.00,null,null,null
2023-09-10T05:29:04Z,26.29,65.39,100,0,38.78,101.47,4.00,432.00,null,null,null
2023-09-10T05:30:04Z,26.31,65.39,100,0,37.06,101.47,4.00,432.00,59,87,113
2023-09-10T05:31:04Z,26.31,65.54,100,0,36.95,101.47,3.00,426.00,null,null,null
2023-09-10T05:32:04Z,26.32,65.40,100,0,35.93,101.47,3.00,426.00,null,null,null
2023-09-10T05:33:04Z,26.31,65.37,100,0,39.66,101.47,3.00,426.00,null,null,null
2023-09-10T05:34:04Z,26.28,65.36,100,0,36.92,101.47,3.00,426.00,null,null,null
2023-09-10T05:35:04Z,26.29,65.37,100,0,39.63,101.47,3.00,426.00,38,85,120
2023-09-10T05:36:04Z,26.29,65.51,100,0,41.00,101.47,3.00,426.00,null,null,null
2023-09-10T05:37:04Z,26.28,65.41,100,0,39.35,101.47,3.00,426.00,null,null,null
2023-09-10T05:38:04Z,26.26,65.42,100,0,40.33,101.47,3.00,426.00,null,null,null
2023-09-10T05:39:04Z,26.29,65.37,100,0,35.35,101.47,3.00,426.00,null,null,null
2023-09-10T05:40:04Z,26.25,65.39,100,0,34.07,101.47,3.00,426.00,44,80,80
2023-09-10T05:41:04Z,26.25,65.56,100,0,40.05,101.47,3.00,426.00,null,null,null
2023-09-10T05:42:04Z,26.28,65.47,100,0,36.58,101.47,3.00,422.00,null,null,null
2023-09-10T05:43:04Z,26.26,65.43,100,0,40.19,101.47,3.00,426.00,null,null,null
