TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,89,87,88
2023-08-28T23:59:59Z,22.28,74.84,99,0,34.78,101.42,7.00,448.00,null,null,null
2023-08-29T00:00:59Z,22.31,74.68,100,0,42.60,101.42,7.00,452.00,null,null,null
2023-08-29T00:01:59Z,22.29,74.72,100,0,35.41,101.42,9.00,461.00,null,null,null
2023-08-29T00:02:59Z,22.29,74.79,100,0,34.51,101.42,9.00,461.00,null,null,null
2023-08-29T00:03:59Z,22.28,74.77,99,0,75.04,101.41,8.00,457.00,0,0,0
2023-08-29T00:04:59Z,22.25,74.81,100,0,49.62,101.41,8.00,457.00,null,null,null
2023-08-29T00:05:59Z,22.28,74.80,100,0,34.68,101.42,9.00,460.00,null,null,null
2023-08-29T00:06:59Z,22.29,74.73,99,0,61.67,101.42,8.00,457.00,null,null,null
2023-08-29T00:07:59Z,22.29,74.81,100,0,58.29,101.41,9.00,463.00,null,null,null
2023-08-29T00:08:59Z,22.26,74.87,99,0,61.14,101.42,8.00,457.00,0,0,0
2023-08-29T00:09:59Z,22.31,74.86,100,0,56.47,101.41,8.00,457.00,null,null,null
2023-08-29T00:10:59Z,22.29,74.90,100,0,40.31,101.42,9.00,460.00,null,null,null
2023-08-29T00:11:59Z,22.29,74.87,99,0,80.90,101.41,9.00,460.00,null,null,null
2023-08-29T00:12:59Z,22.29,74.91,100,0,57.13,101.41,9.00,460.00,null,null,null
2023-08-29T00:13:59Z,22.28,74.90,100,0,61.78,101.41,9.00,460.00,0,0,0
2023-08-29T00:14:59Z,22.29,74.92,99,0,66.36,101.42,9.00,460.00,null,null,null
2023-08-29T00:15:59Z,22.28,74.86,100,0,53.19,101.41,9.00,460.00,null,null,null
2023-08-29T00:16:59Z,22.28,74.89,100,0,37.40,101.41,9.00,464.00,null,null,null
2023-08-29T00:17:59Z,22.28,74.91,100,0,34.30,101.41,9.00,464.00,null,null,null
2023-08-29T00:18:59Z,22.31,74.91,99,0,48.97,101.42,9.00,460.00,0,0,0
2023-08-29T00:19:59Z,22.31,74.95,100,0,37.32,101.42,9.00,464.00,null,null,null
2023-08-29T00:20:59Z,22.29,74.91,100,0,44.82,101.41,9.00,464.00,null,null,null
2023-08-29T00:21:59Z,22.28,74.93,100,0,35.04,101.42,9.00,464.00,null,null,null
2023-08-29T00:22:59Z,22.28,74.87,99,0,34.89,101.41,9.00,464.00,null,null,null
2023-08-29T00:23:59Z,22.26,74.89,99,0,46.22,101.41,9.00,464.00,0,0,0
2023-08-29T00:24:59Z,22.31,74.91,100,0,34.66,101.42,9.00,464.00,null,null,null
2023-08-29T00:25:59Z,22.29,74.91,100,0,34.20,101.41,9.00,464.00,null,null,null
2023-08-29T00:26:59Z,22.31,74.87,100,0,34.98,101.41,9.00,464.00,null,null,null
2023-08-29T00:27:59Z,22.29,74.86,100,0,34.81,101.41,9.00,464.00,null,null,null
2023-08-29T00:28:59Z,22.32,74.84,100,0,38.42,101.41,9.00,464.00,0,0,0
2023-08-29T00:29:59Z,22.26,74.96,99,0,55.46,101.41,9.00,464.00,null,null,null
2023-08-29T00:30:59Z,22.26,74.96,99,0,42.02,101.41,9.00,464.00,null,null,null
2023-08-29T00:31:59Z,22.29,74.86,100,0,38.61,101.41,9.00,464.00,null,null,null
2023-08-29T00:32:59Z,22.29,74.89,99,0,41.63,101.41,10.00,470.00,null,null,null
2023-08-29T00:33:59Z,22.28,74.89,100,0,38.20,101.41,10.00,470.00,0,0,0
2023-08-29T00:34:59Z,22.28,74.92,100,0,36.08,101.41,9.00,460.00,null,null,null
2023-08-29T00:35:59Z,22.31,74.86,100,0,34.62,101.41,10.00,470.00,null,null,null
2023-08-29T00:36:59Z,22.32,74.87,100,0,36.33,101.40,10.00,470.00,null,null,null
2023-08-29T00:37:59Z,22.29,74.84,100,0,41.41,101.40,10.00,470.00,null,null,null
2023-08-29T00:38:59Z,22.28,74.90,100,0,35.39,101.40,10.00,470.00,0,0,0
2023-08-29T00:39:59Z,22.31,74.91,100,0,42.69,101.40,9.00,464.00,null,null,null
2023-08-29T00:40:59Z,22.31,74.86,99,0,40.97,101.40,10.00,470.00,null,null,null
2023-08-29T00:41:59Z,22.28,74.85,100,0,43.06,101.40,9.00,464.00,null,null,null
2023-08-29T00:42:59Z,22.29,74.88,99,0,44.20,101.40,10.00,470.00,null,null,null
2023-08-29T00:43:59Z,22.28,74.85,100,0,35.00,101.40,10.00,470.00,0,0,0
2023-08-29T00:44:59Z,22.29,74.89,100,0,58.54,101.40,10.00,470.00,null,null,null
2023-08-29T00:45:59Z,22.29,74.81,100,0,37.97,101.40,10.00,470.00,null,null,null
2023-08-29T00:46:59Z,22.29,74.82,99,0,50.43,101.40,10.00,470.00,null,null,null
2023-08-29T00:47:59Z,22.29,74.84,100,0,39.10,101.40,10.00,470.00,null,null,null
2023-08-29T00:48:59Z,22.29,74.82,99,0,47.61,101.39,10.00,470.00,0,0,0
2023-08-29T00:49:59Z,22.29,74.90,99,0,49.17,101.39,10.00,470.00,null,null,null
2023-08-29T00:50:59Z,22.29,74.92,100,0,37.80,101.40,10.00,470.00,null,null,null
2023-08-29T00:51:59Z,22.29,74.90,99,0,34.68,101.40,11.00,476.00,null,null,null
2023-08-29T00:52:59Z,22.29,74.92,100,0,35.57,101.39,10.00,470.00,null,null,null
2023-08-29T00:53:59Z,22.28,74.90,99,0,42.56,101.40,11.00,476.00,0,0,0
2023-08-29T00:54:59Z,22.28,74.96,100,0,38.61,101.40,11.00,476.00,null,null,null
2023-08-29T00:55:59Z,22.29,74.88,99,0,39.59,101.40,11.00,476.00,null,null,null
2023-08-29T00:56:59Z,22.28,74.87,100,0,57.84,101.40,11.00,476.00,null,null,null
2023-08-29T00:57:59Z,22.28,74.89,99,0,35.95,101.39,11.00,476.00,null,null,null
2023-08-29T00:58:59Z,22.29,74.93,100,0,34.11,101.40,11.00,476.00,0,0,0
2023-08-29T00:59:59Z,22.29,74.96,100,0,33.95,101.40,11.00,476.00,null,null,null
2023-08-29T01:00:59Z,22.29,74.90,100,0,35.25,101.40,11.00,476.00,null,null,null
2023-08-29T01:01:59Z,22.29,74.88,99,0,41.66,101.40,11.00,476.00,null,null,null
2023-08-29T01:02:59Z,22.29,74.92,99,0,40.06,101.40,11.00,476.00,null,null,null
2023-08-29T01:03:59Z,22.25,74.92,100,0,39.15,101.40,11.00,476.00,0,0,0
2023-08-29T01:04:59Z,22.28,74.97,99,0,34.17,101.39,10.00,470.00,null,null,null
2023-08-29T01:05:59Z,22.31,74.88,100,0,37.85,101.40,10.00,470.00,null,null,null
2023-08-29T01:06:59Z,22.26,74.95,99,0,36.12,101.40,10.00,470.00,null,null,null
2023-08-29T01:07:59Z,22.28,74.93,100,0,47.12,101.40,10.00,470.00,null,null,null
2023-08-29T01:08:59Z,22.26,74.94,100,0,38.91,101.40,10.00,470.00,0,0,0
2023-08-29T01:09:59Z,22.31,74.98,100,0,45.71,101.40,10.00,470.00,null,null,null
2023-08-29T01:10:59Z,22.28,75.03,100,0,34.01,101.39,12.00,480.00,null,null,null
2023-08-29T01:11:59Z,22.28,74.95,99,0,53.13,101.40,11.00,476.00,null,null,null
2023-08-29T01:12:59Z,22.31,74.99,99,0,46.41,101.40,11.00,476.00,null,null,null
2023-08-29T01:13:59Z,22.25,74.98,100,0,34.21,101.39,11.00,476.00,0,0,0
2023-08-29T01:14:59Z,22.29,75.04,99,0,37.82,101.40,10.00,470.00,null,null,null
2023-08-29T01:15:59Z,22.28,75.00,99,0,34.23,101.40,12.00,480.00,null,null,null
2023-08-29T01:16:59Z,22.28,74.96,100,0,39.16,101.40,12.00,480.00,null,null,null
2023-08-29T01:17:59Z,22.28,74.99,99,0,34.53,101.39,11.00,476.00,null,null,null
2023-08-29T01:18:59Z,22.25,74.99,100,0,34.67,101.40,11.00,476.00,0,0,0
2023-08-29T01:19:59Z,22.28,75.01,100,0,35.70,101.40,11.00,476.00,null,null,null
2023-08-29T01:20:59Z,22.29,75.01,99,0,39.33,101.40,11.00,476.00,null,null,null
2023-08-29T01:21:59Z,22.31,74.98,99,0,34.23,101.40,11.00,476.00,null,null,null
2023-08-29T01:22:59Z,22.28,75.03,100,0,46.33,101.39,11.00,476.00,null,null,null
2023-08-29T01:23:59Z,22.28,75.03,99,0,48.09,101.40,12.00,480.00,0,0,0
2023-08-29T01:24:59Z,22.28,75.10,99,0,42.11,101.39,11.00,476.00,null,null,null
2023-08-29T01:25:59Z,22.31,75.02,100,0,34.69,101.39,12.00,480.00,null,null,null
2023-08-29T01:26:59Z,22.31,75.07,100,0,50.86,101.38,12.00,480.00,null,null,null
2023-08-29T01:27:59Z,22.28,75.03,100,0,53.82,101.38,11.00,476.00,null,null,null
2023-08-29T01:28:59Z,22.26,75.05,99,0,35.38,101.38,12.00,480.00,0,0,0
2023-08-29T01:29:59Z,22.29,75.08,99,0,37.61,101.38,12.00,480.00,null,null,null
2023-08-29T01:30:59Z,22.28,74.98,99,0,36.04,101.38,12.00,480.00,null,null,null
2023-08-29T01:31:59Z,22.28,75.02,100,0,49.34,101.38,12.00,480.00,null,null,null
2023-08-29T01:32:59Z,22.26,74.97,100,0,35.12,101.38,12.00,480.00,null,null,null
2023-08-29T01:33:59Z,22.26,74.99,99,0,40.32,101.38,11.00,476.00,0,0,0
2023-08-29T01:34:59Z,22.28,75.00,100,0,52.71,101.38,12.00,480.00,null,null,null
2023-08-29T01:35:59Z,22.26,74.94,99,0,48.54,101.38,11.00,476.00,null,null,null
2023-08-29T01:36:59Z,22.26,74.92,100,0,52.15,101.38,11.00,476.00,null,null,null
2023-08-29T01:37:59Z,22.28,74.93,99,0,55.95,101.39,11.00,476.00,null,null,null
2023-08-29T01:38:59Z,22.28,74.91,99,0,50.80,101.38,12.00,480.00,0,0,0
2023-08-29T01:39:59Z,22.28,74.95,100,0,51.05,101.38,11.00,476.00,null,null,null
2023-08-29T01:40:59Z,22.28,74.92,100,0,39.01,101.38,11.00,476.00,null,null,null
2023-08-29T01:41:59Z,22.26,74.88,100,0,45.18,101.38,11.00,476.00,null,null,null
2023-08-29T01:42:59Z,22.28,74.90,100,0,52.48,101.38,11.00,476.00,null,null,null
2023-08-29T01:43:59Z,22.26,74.92,100,0,39.38,101.38,11.00,476.00,0,0,0
2023-08-29T01:44:59Z,22.28,74.93,100,0,53.34,101.38,11.00,476.00,null,null,null
2023-08-29T01:45:59Z,22.26,74.88,99,0,50.39,101.37,12.00,480.00,null,null,null
2023-08-29T01:46:59Z,22.26,74.92,99,0,39.67,101.38,12.00,480.00,null,null,null
2023-08-29T01:47:59Z,22.26,74.92,99,0,40.75,101.37,12.00,480.00,null,null,null
2023-08-29T01:48:59Z,22.25,74.97,100,0,35.04,101.38,12.00,480.00,0,0,0
2023-08-29T01:49:59Z,22.25,75.01,99,0,34.79,101.38,10.00,470.00,null,null,null
2023-08-29T01:50:59Z,22.26,74.94,100,0,57.45,101.38,12.00,480.00,null,null,null
2023-08-29T01:51:59Z,22.26,74.94,99,0,39.91,101.38,12.00,480.00,null,null,null
2023-08-29T01:52:59Z,22.26,75.01,99,0,45.83,101.38,12.00,480.00,null,null,null
2023-08-29T01:53:59Z,22.26,75.13,100,0,38.58,101.38,12.00,480.00,0,0,0
2023-08-29T01:54:59Z,22.28,75.11,99,0,42.36,101.38,12.00,480.00,null,null,null
2023-08-29T01:55:59Z,22.25,75.13,100,0,40.80,101.38,12.00,485.00,null,null,null
2023-08-29T01:56:59Z,22.28,75.20,100,0,38.88,101.38,12.00,480.00,null,null,null
2023-08-29T01:57:59Z,22.26,75.21,100,0,38.81,101.38,12.00,485.00,null,null,null
2023-08-29T01:58:59Z,22.25,75.22,100,0,49.35,101.38,12.00,485.00,0,0,0
2023-08-29T01:59:59Z,22.26,75.24,99,0,36.76,101.39,12.00,480.00,null,null,null
2023-08-29T02:00:59Z,22.26,75.22,99,0,45.63,101.38,12.00,485.00,null,null,null
2023-08-29T02:01:59Z,22.25,75.17,100,0,43.05,101.38,12.00,485.00,null,null,null
2023-08-29T02:02:59Z,22.25,75.19,100,0,43.43,101.38,12.00,485.00,null,null,null
2023-08-29T02:03:59Z,22.26,75.16,100,0,34.69,101.38,12.00,485.00,0,0,0
2023-08-29T02:04:59Z,22.26,75.16,100,0,39.28,101.38,12.00,485.00,null,null,null
2023-08-29T02:05:59Z,22.28,75.13,99,0,38.25,101.38,12.00,485.00,null,null,null
2023-08-29T02:06:59Z,22.26,75.20,99,0,51.24,101.38,12.00,485.00,null,null,null
2023-08-29T02:07:59Z,22.26,75.16,100,0,36.32,101.38,12.00,485.00,null,null,null
2023-08-29T02:08:59Z,22.28,75.19,99,0,36.98,101.38,12.00,485.00,0,0,0
2023-08-29T02:09:59Z,22.26,75.16,100,0,46.80,101.38,12.00,485.00,null,null,null
2023-08-29T02:10:59Z,22.25,75.09,100,0,39.04,101.38,12.00,485.00,null,null,null
2023-08-29T02:11:59Z,22.26,75.11,100,0,39.10,101.38,12.00,485.00,null,null,null
2023-08-29T02:12:59Z,22.23,75.15,99,0,45.83,101.38,12.00,485.00,null,null,null
2023-08-29T02:13:59Z,22.23,75.14,100,0,35.49,101.38,19.00,531.00,0,0,0
2023-08-29T02:14:59Z,22.25,75.16,100,0,44.78,101.38,19.00,531.00,null,null,null
2023-08-29T02:15:59Z,22.25,75.12,100,0,42.28,101.38,13.00,487.00,null,null,null
2023-08-29T02:16:59Z,22.23,75.09,99,0,36.04,101.38,12.00,485.00,null,null,null
2023-08-29T02:17:59Z,22.23,75.11,100,0,35.12,101.38,19.00,526.00,null,null,null
2023-08-29T02:18:59Z,22.23,75.11,100,0,55.75,101.38,19.00,531.00,0,0,0
2023-08-29T02:19:59Z,22.22,75.13,99,0,52.11,101.38,19.00,531.00,null,null,null
2023-08-29T02:20:59Z,22.25,75.10,100,0,40.37,101.38,19.00,531.00,null,null,null
2023-08-29T02:21:59Z,22.23,75.11,100,0,36.42,101.38,12.00,485.00,null,null,null
2023-08-29T02:22:59Z,22.23,75.14,100,0,45.08,101.38,19.00,531.00,null,null,null
2023-08-29T02:23:59Z,22.25,75.09,99,0,38.36,101.37,20.00,534.00,0,0,0
2023-08-29T02:24:59Z,22.23,75.17,100,0,42.56,101.38,12.00,480.00,null,null,null
2023-08-29T02:25:59Z,22.22,75.11,100,0,39.36,101.38,19.00,531.00,null,null,null
2023-08-29T02:26:59Z,22.22,75.12,99,0,37.78,101.37,20.00,534.00,null,null,null
2023-08-29T02:27:59Z,22.23,75.12,100,0,35.94,101.37,19.00,531.00,null,null,null
2023-08-29T02:28:59Z,22.21,75.14,99,0,54.28,101.37,20.00,534.00,0,0,0
2023-08-29T02:29:59Z,22.21,75.21,100,0,48.02,101.37,19.00,531.00,null,null,null
2023-08-29T02:30:59Z,22.23,75.17,100,0,36.80,101.37,20.00,534.00,null,null,null
2023-08-29T02:31:59Z,22.22,75.14,100,0,34.19,101.37,20.00,534.00,null,null,null
2023-08-29T02:32:59Z,22.22,75.19,99,0,36.59,101.37,20.00,534.00,null,null,null
2023-08-29T02:33:59Z,22.22,75.17,100,0,49.30,101.36,20.00,534.00,0,0,0
2023-08-29T02:34:59Z,22.22,75.21,99,0,41.22,101.36,20.00,534.00,null,null,null
2023-08-29T02:35:59Z,22.22,75.17,99,0,44.27,101.36,20.00,534.00,null,null,null
2023-08-29T02:36:59Z,22.22,75.15,100,0,54.19,101.36,20.00,534.00,null,null,null
2023-08-29T02:37:59Z,22.21,75.19,100,0,37.22,101.36,20.00,534.00,null,null,null
2023-08-29T02:38:59Z,22.22,75.19,99,0,46.76,101.36,20.00,534.00,0,0,0
2023-08-29T02:39:59Z,22.19,75.22,99,0,53.91,101.37,20.00,534.00,null,null,null
2023-08-29T02:40:59Z,22.21,75.15,100,0,41.00,101.36,20.00,534.00,null,null,null
2023-08-29T02:41:59Z,22.21,75.16,100,0,43.15,101.36,21.00,543.00,null,null,null
2023-08-29T02:42:59Z,22.21,75.13,100,0,35.14,101.36,20.00,534.00,null,null,null
