TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,PM_1,PM_25,PM_10
ISO 8601,C,%,%,Lux,dBA,kPa,ppb,ppm,ug/m3,ug/m3,ug/m3
Time,Temperature,Humidity,Battery,Light,Noise dBA,Barometric pressure,VOC Gas CCS811,eCO2 Gas CCS811,PM 1.0,PM 2.5,PM 10.0
,55,56,10,14,53,58,113,112,89,87,88
2023-08-09T00:00:49Z,22.02,66.42,100,1,35.67,101.44,22.00,545.00,0,0,0
2023-08-09T00:01:49Z,22.03,67.32,100,1,28.61,101.44,23.00,555.00,null,null,null
2023-08-09T00:02:49Z,22.02,67.15,100,1,28.11,101.44,32.00,612.00,null,null,null
2023-08-09T00:03:49Z,22.03,66.72,100,1,31.09,101.44,29.00,596.00,null,null,null
2023-08-09T00:04:49Z,22.02,66.65,100,1,28.42,101.44,28.00,589.00,null,null,null
2023-08-09T00:05:49Z,22.00,66.53,100,1,28.06,101.44,27.00,580.00,0,0,0
2023-08-09T00:06:49Z,21.99,66.79,100,1,28.11,101.44,28.00,589.00,null,null,null
2023-08-09T00:07:49Z,22.00,66.00,100,1,29.21,101.44,24.00,560.00,null,null,null
2023-08-09T00:08:49Z,21.96,66.43,100,2,30.03,101.44,20.00,536.00,null,null,null
2023-08-09T00:09:49Z,21.96,67.12,100,1,31.78,101.45,17.00,515.00,null,null,null
2023-08-09T00:10:49Z,21.96,67.37,100,1,31.17,101.44,16.00,506.00,0,0,0
2023-08-09T00:11:49Z,21.97,66.71,100,1,40.90,101.44,17.00,517.00,null,null,null
2023-08-09T00:12:49Z,21.97,66.35,100,1,42.53,101.44,19.00,530.00,null,null,null
2023-08-09T00:13:49Z,21.94,66.28,100,1,30.99,101.45,20.00,536.00,null,null,null
2023-08-09T00:14:49Z,21.92,67.13,100,1,29.68,101.45,26.00,575.00,null,null,null
2023-08-09T00:15:49Z,21.89,66.34,100,1,30.01,101.45,26.00,575.00,0,0,0
2023-08-09T00:16:49Z,21.90,66.98,100,1,31.08,101.45,28.00,589.00,null,null,null
2023-08-09T00:17:49Z,21.90,66.81,100,1,28.04,101.45,28.00,589.00,null,null,null
2023-08-09T00:18:49Z,21.89,66.42,100,1,44.59,101.45,28.00,584.00,null,null,null
2023-08-09T00:19:49Z,21.86,66.86,100,1,29.95,101.46,28.00,589.00,null,null,null
2023-08-09T00:20:49Z,21.86,66.82,100,1,29.91,101.45,28.00,584.00,0,0,0
2023-08-09T00:21:49Z,21.85,66.55,100,1,28.77,101.45,25.00,570.00,null,null,null
2023-08-09T00:22:49Z,21.83,65.97,100,1,31.95,101.45,22.00,545.00,null,null,null
2023-08-09T00:23:49Z,21.82,66.13,100,1,33.18,101.45,21.00,542.00,null,null,null
2023-08-09T00:24:49Z,21.78,66.58,100,1,41.19,101.45,21.00,542.00,null,null,null
2023-08-09T00:25:49Z,21.75,66.05,100,1,43.12,101.44,22.00,548.00,0,0,0
2023-08-09T00:26:49Z,21.72,66.35,100,1,43.08,101.44,19.00,526.00,null,null,null
2023-08-09T00:27:49Z,21.70,66.14,100,1,35.98,101.44,21.00,540.00,null,null,null
2023-08-09T00:28:49Z,21.65,66.48,100,1,30.66,101.45,25.00,566.00,null,null,null
2023-08-09T00:29:49Z,21.66,66.52,100,1,45.17,101.44,25.00,570.00,null,null,null
2023-08-09T00:30:49Z,21.63,66.37,100,1,28.76,101.44,32.00,614.00,0,0,0
2023-08-09T00:31:49Z,21.62,66.33,100,1,30.13,101.45,30.00,603.00,null,null,null
2023-08-09T00:32:49Z,21.61,66.37,100,1,34.97,101.44,33.00,618.00,null,null,null
2023-08-09T00:33:49Z,21.58,66.93,100,1,31.64,101.44,34.00,626.00,null,null,null
2023-08-09T00:34:49Z,21.56,66.82,100,1,38.14,101.44,34.00,626.00,null,null,null
2023-08-09T00:35:49Z,21.52,66.37,100,1,35.20,101.45,36.00,640.00,0,0,0
2023-08-09T00:36:49Z,21.54,67.00,100,1,34.66,101.45,40.00,665.00,null,null,null
2023-08-09T00:37:49Z,21.55,66.48,100,1,30.90,101.45,45.00,697.00,null,null,null
2023-08-09T00:38:49Z,21.49,66.06,100,1,32.01,101.45,44.00,694.00,null,null,null
2023-08-09T00:39:49Z,21.47,66.21,100,1,29.54,101.45,46.00,702.00,null,null,null
2023-08-09T00:40:49Z,21.42,66.67,100,1,41.18,101.45,47.00,710.00,0,0,0
2023-08-09T00:41:49Z,21.41,66.38,100,1,32.29,101.45,44.00,694.00,null,null,null
2023-08-09T00:42:49Z,21.39,66.80,100,1,29.17,101.45,44.00,694.00,null,null,null
2023-08-09T00:43:49Z,21.39,66.76,100,1,32.45,101.45,45.00,697.00,null,null,null
2023-08-09T00:44:49Z,21.37,66.64,100,1,30.07,101.45,42.00,682.00,null,null,null
2023-08-09T00:45:49Z,21.35,66.37,100,1,28.98,101.46,39.00,656.00,0,0,0
2023-08-09T00:46:49Z,21.35,66.18,100,1,30.95,101.45,33.00,618.00,null,null,null
2023-08-09T00:47:49Z,21.33,66.69,100,1,33.92,101.45,34.00,626.00,null,null,null
2023-08-09T00:48:49Z,21.31,66.65,100,1,44.01,101.45,30.00,603.00,null,null,null
2023-08-09T00:49:49Z,21.28,66.51,100,1,39.51,101.45,30.00,603.00,null,null,null
2023-08-09T00:50:49Z,21.27,66.31,100,1,38.10,101.46,30.00,599.00,0,0,0
2023-08-09T00:51:49Z,21.27,66.51,100,1,40.81,101.45,25.00,570.00,null,null,null
2023-08-09T00:52:49Z,21.26,66.77,100,1,28.77,101.46,23.00,551.00,null,null,null
2023-08-09T00:53:49Z,21.23,66.88,100,1,35.30,101.46,23.00,553.00,null,null,null
2023-08-09T00:54:49Z,21.20,66.85,100,1,28.81,101.46,32.00,611.00,null,null,null
2023-08-09T00:55:49Z,21.18,66.94,100,1,29.20,101.46,30.00,603.00,0,0,0
2023-08-09T00:56:49Z,21.21,66.93,100,1,41.23,101.46,29.00,591.00,null,null,null
2023-08-09T00:57:49Z,21.23,66.90,100,1,44.05,101.46,29.00,596.00,null,null,null
2023-08-09T00:58:49Z,21.21,67.07,100,1,32.81,101.46,33.00,623.00,null,null,null
2023-08-09T00:59:49Z,21.20,66.91,100,1,31.12,101.46,41.00,675.00,null,null,null
2023-08-09T01:00:49Z,21.15,66.92,100,1,30.52,101.46,41.00,675.00,0,0,0
2023-08-09T01:01:49Z,21.18,66.91,100,1,31.52,101.46,44.00,692.00,null,null,null
2023-08-09T01:02:49Z,21.17,66.72,100,1,38.46,101.47,47.00,710.00,null,null,null
2023-08-09T01:03:49Z,21.15,66.94,100,1,29.30,101.47,47.00,712.00,null,null,null
2023-08-09T01:04:49Z,21.14,67.06,100,1,28.92,101.46,48.00,717.00,null,null,null
2023-08-09T01:05:49Z,21.12,67.12,100,1,30.53,101.47,51.00,737.00,0,0,0
2023-08-09T01:06:49Z,21.10,67.25,100,1,37.34,101.47,52.00,746.00,null,null,null
2023-08-09T01:07:49Z,21.14,67.34,100,1,28.81,101.47,51.00,740.00,null,null,null
2023-08-09T01:08:49Z,21.12,67.06,100,1,27.94,101.47,50.00,732.00,null,null,null
2023-08-09T01:09:49Z,21.11,67.40,100,1,28.77,101.47,51.00,737.00,null,null,null
2023-08-09T01:10:49Z,21.10,67.54,100,1,29.77,101.47,51.00,740.00,0,0,0
2023-08-09T01:11:49Z,21.11,67.75,100,1,33.30,101.47,51.00,740.00,null,null,null
2023-08-09T01:12:49Z,21.12,67.38,100,1,31.02,101.46,48.00,719.00,null,null,null
2023-08-09T01:13:49Z,21.12,67.34,100,1,27.28,101.47,48.00,719.00,null,null,null
2023-08-09T01:14:49Z,21.12,67.95,100,1,29.03,101.47,46.00,704.00,null,null,null
2023-08-09T01:15:49Z,21.14,67.51,100,1,28.52,101.47,44.00,692.00,0,0,0
2023-08-09T01:16:49Z,21.15,67.92,100,1,29.81,101.47,41.00,675.00,null,null,null
2023-08-09T01:17:49Z,21.20,67.52,100,1,28.02,101.47,40.00,668.00,null,null,null
2023-08-09T01:18:49Z,21.15,67.70,100,1,30.88,101.47,39.00,656.00,null,null,null
2023-08-09T01:19:49Z,21.14,67.28,100,1,32.25,101.47,37.00,646.00,null,null,null
2023-08-09T01:20:49Z,21.17,67.82,100,1,30.78,101.47,35.00,631.00,0,0,0
2023-08-09T01:21:49Z,21.18,68.38,100,1,33.32,101.48,34.00,627.00,null,null,null
2023-08-09T01:22:49Z,21.21,68.68,100,1,39.53,101.48,37.00,649.00,null,null,null
2023-08-09T01:23:49Z,21.24,68.67,100,1,32.23,101.49,41.00,672.00,null,null,null
2023-08-09T01:24:49Z,21.28,68.57,100,1,30.24,101.48,45.00,699.00,null,null,null
2023-08-09T01:25:49Z,21.31,68.50,100,1,35.33,101.49,39.00,660.00,0,0,0
2023-08-09T01:26:49Z,21.37,68.40,100,1,33.59,101.49,41.00,675.00,null,null,null
2023-08-09T01:27:49Z,21.39,68.26,100,1,31.00,101.49,43.00,683.00,null,null,null
2023-08-09T01:28:49Z,21.42,68.12,100,1,30.22,101.49,45.00,699.00,null,null,null
2023-08-09T01:29:49Z,21.42,67.96,100,1,31.24,101.50,44.00,690.00,null,null,null
2023-08-09T01:30:49Z,21.45,67.91,100,1,29.23,101.50,45.00,699.00,0,0,0
2023-08-09T01:31:49Z,21.45,67.84,100,1,30.93,101.50,44.00,690.00,null,null,null
2023-08-09T01:32:49Z,21.49,67.75,100,1,31.74,101.50,44.00,690.00,null,null,null
2023-08-09T01:33:49Z,21.52,67.65,100,1,27.60,101.49,44.00,690.00,null,null,null
2023-08-09T01:34:49Z,21.49,67.65,100,1,29.94,101.49,45.00,699.00,null,null,null
2023-08-09T01:35:49Z,21.51,67.59,100,1,31.64,101.50,45.00,699.00,0,0,0
2023-08-09T01:36:49Z,21.55,67.53,100,1,29.56,101.49,45.00,699.00,null,null,null
2023-08-09T01:37:49Z,21.55,67.47,100,1,33.86,101.50,45.00,699.00,null,null,null
2023-08-09T01:38:49Z,21.56,67.45,100,1,30.10,101.50,44.00,690.00,null,null,null
2023-08-09T01:39:49Z,21.58,67.36,100,1,30.12,101.50,44.00,690.00,null,null,null
2023-08-09T01:40:49Z,21.58,67.28,100,1,28.89,101.50,45.00,699.00,0,0,0
2023-08-09T01:41:49Z,21.62,67.17,100,1,29.15,101.49,42.00,682.00,null,null,null
2023-08-09T01:42:49Z,21.62,67.17,100,1,28.40,101.50,43.00,688.00,null,null,null
2023-08-09T01:43:49Z,21.65,67.06,100,1,29.21,101.50,43.00,688.00,null,null,null
2023-08-09T01:44:49Z,21.65,67.00,100,1,29.27,101.51,43.00,688.00,null,null,null
2023-08-09T01:45:49Z,21.65,66.77,100,1,33.37,101.51,42.00,682.00,0,0,0
2023-08-09T01:46:49Z,21.69,66.66,100,1,31.82,101.51,41.00,671.00,null,null,null
2023-08-09T01:47:49Z,21.69,66.44,100,1,38.05,101.51,40.00,665.00,null,null,null
2023-08-09T01:48:49Z,21.66,66.62,100,1,34.55,101.51,39.00,656.00,null,null,null
2023-08-09T01:49:49Z,21.72,66.27,100,1,38.51,101.51,38.00,652.00,null,null,null
2023-08-09T01:50:49Z,21.70,66.34,100,1,30.82,101.51,35.00,631.00,0,0,0
2023-08-09T01:51:49Z,21.70,66.23,100,1,30.77,101.51,34.00,626.00,null,null,null
2023-08-09T01:52:49Z,21.73,65.90,100,1,33.18,101.51,34.00,626.00,null,null,null
2023-08-09T01:53:49Z,21.72,65.98,100,1,32.04,101.51,32.00,612.00,null,null,null
2023-08-09T01:54:49Z,21.73,65.93,100,1,33.95,101.51,30.00,599.00,null,null,null
2023-08-09T01:55:49Z,21.73,65.94,100,1,33.57,101.51,28.00,589.00,0,0,0
2023-08-09T01:56:49Z,21.76,65.87,100,1,36.41,101.51,26.00,577.00,null,null,null
2023-08-09T01:57:49Z,21.78,65.77,100,1,37.62,101.51,23.00,551.00,null,null,null
2023-08-09T01:58:49Z,21.76,65.61,100,1,30.45,101.51,20.00,536.00,null,null,null
2023-08-09T01:59:49Z,21.76,65.64,100,1,34.77,101.51,20.00,536.00,null,null,null
2023-08-09T02:00:49Z,21.78,66.01,100,1,38.83,101.52,20.00,536.00,0,0,0
2023-08-09T02:01:49Z,21.79,65.72,100,1,45.94,101.51,19.00,526.00,null,null,null
2023-08-09T02:02:49Z,21.78,65.68,100,1,34.37,101.52,19.00,526.00,null,null,null
2023-08-09T02:03:49Z,21.79,65.72,100,1,37.53,101.52,19.00,530.00,null,null,null
2023-08-09T02:04:49Z,21.79,65.89,100,1,32.55,101.52,20.00,536.00,null,null,null
2023-08-09T02:05:49Z,21.75,66.17,100,1,33.30,101.52,19.00,526.00,0,0,0
2023-08-09T02:06:49Z,21.82,66.00,100,1,29.61,101.52,19.00,531.00,null,null,null
2023-08-09T02:07:49Z,21.83,65.93,100,1,38.89,101.52,21.00,542.00,null,null,null
2023-08-09T02:08:49Z,21.82,65.73,100,1,32.75,101.53,22.00,548.00,null,null,null
2023-08-09T02:09:49Z,21.82,65.56,100,1,36.07,101.53,20.00,536.00,null,null,null
2023-08-09T02:10:49Z,21.81,65.56,100,1,30.21,101.54,19.00,530.00,0,0,0
2023-08-09T02:11:49Z,21.82,65.70,100,1,27.16,101.54,21.00,540.00,null,null,null
2023-08-09T02:12:49Z,21.83,65.49,100,1,29.99,101.54,22.00,546.00,null,null,null
2023-08-09T02:13:49Z,21.86,65.46,100,1,28.12,101.54,23.00,552.00,null,null,null
2023-08-09T02:14:49Z,21.85,65.38,100,1,29.60,101.54,23.00,555.00,null,null,null
2023-08-09T02:15:49Z,21.83,65.40,100,1,36.02,101.54,23.00,555.00,0,0,0
2023-08-09T02:16:49Z,21.85,65.62,100,1,30.73,101.54,28.00,588.00,null,null,null
2023-08-09T02:17:49Z,21.88,66.10,100,1,42.98,101.54,32.00,614.00,null,null,null
2023-08-09T02:18:49Z,21.88,66.77,100,0,32.02,101.55,39.00,659.00,null,null,null
2023-08-09T02:19:49Z,21.88,66.72,100,0,33.08,101.55,44.00,692.00,null,null,null
2023-08-09T02:20:49Z,21.88,66.71,100,1,53.55,101.55,49.00,726.00,0,0,0
2023-08-09T02:21:49Z,21.90,66.81,100,1,30.36,101.54,53.00,749.00,null,null,null
2023-08-09T02:22:49Z,21.93,66.70,100,0,30.39,101.54,54.00,757.00,null,null,null
2023-08-09T02:23:49Z,21.93,66.65,100,1,29.91,101.54,57.00,780.00,null,null,null
2023-08-09T02:24:49Z,21.93,66.53,100,1,33.62,101.55,59.00,791.00,null,null,null
2023-08-09T02:25:49Z,21.93,66.51,100,1,28.12,101.55,60.00,800.00,0,0,0
2023-08-09T02:26:49Z,21.93,66.49,100,0,32.20,101.55,59.00,791.00,null,null,null
2023-08-09T02:27:49Z,21.94,66.42,100,0,32.98,101.55,59.00,791.00,null,null,null
2023-08-09T02:28:49Z,21.96,66.31,100,0,26.84,101.55,55.00,763.00,null,null,null
2023-08-09T02:29:49Z,21.96,65.55,100,0,26.89,101.56,56.00,772.00,null,null,null
2023-08-09T02:30:49Z,21.94,65.41,100,0,27.20,101.56,53.00,752.00,0,0,0
2023-08-09T02:31:49Z,21.96,65.54,100,0,28.25,101.56,47.00,715.00,null,null,null
2023-08-09T02:32:49Z,21.99,65.43,100,0,29.22,101.56,46.00,704.00,null,null,null
2023-08-09T02:33:49Z,21.94,65.21,100,0,29.74,101.56,40.00,666.00,null,null,null
2023-08-09T02:34:49Z,21.94,65.20,100,0,27.36,101.56,40.00,665.00,null,null,null
2023-08-09T02:35:49Z,21.92,65.22,100,0,29.99,101.57,37.00,643.00,0,0,0
2023-08-09T02:36:49Z,21.94,65.43,100,0,29.56,101.57,34.00,629.00,null,null,null
2023-08-09T02:37:49Z,21.96,65.13,100,0,29.82,101.57,32.00,614.00,null,null,null
2023-08-09T02:38:49Z,21.96,65.15,100,0,27.78,101.57,31.00,605.00,null,null,null
2023-08-09T02:39:49Z,21.93,65.35,100,0,27.47,101.58,30.00,597.00,null,null,null
2023-08-09T02:40:49Z,21.93,65.25,100,0,27.26,101.57,29.00,592.00,0,0,0
2023-08-09T02:41:49Z,21.94,65.13,100,0,30.19,101.58,29.00,592.00,null,null,null
2023-08-09T02:42:49Z,21.94,65.06,100,0,29.50,101.57,28.00,586.00,null,null,null
2023-08-09T02:43:49Z,21.93,64.98,100,0,27.60,101.57,27.00,580.00,null,null,null
